year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2011,sum,aug,tue,10,no,yes,2,31,35,0.59,15,55,89,144
2011,win,mar,wed,16,no,yes,2,9,4,0.76,22,10,102,112
2012,sum,jul,wed,7,no,yes,1,28,30,0.66,11,23,472,495
2011,win,dec,sun,3,no,no,1,3,2,0.72,0,1,3,4
2012,sum,aug,fri,15,no,yes,1,34,32,0.3,31,127,256,383
2012,spr,apr,sat,20,no,no,2,19,19,0.46,9,112,209,321
2012,spr,may,fri,21,no,yes,1,23,24,0.69,13,49,186,235
2011,sum,sep,wed,17,no,yes,3,23,22,0.89,0,21,264,285
2012,aut,dec,mon,4,no,yes,1,10,9,0.93,0,1,4,5
2011,win,jan,fri,6,no,yes,1,3,-2,0.55,17,0,27,27
2012,win,jan,fri,20,no,yes,1,13,12,0.41,13,14,163,177
2011,win,feb,fri,19,no,yes,1,5,4,0.33,0,7,94,101
2011,aut,dec,sat,12,no,no,1,10,9,0.5,0,78,280,358
2012,spr,apr,sat,15,no,no,2,23,25,0.27,24,311,347,658
2012,win,jan,sun,12,no,no,1,1,-5,0.4,20,42,192,234
2011,aut,dec,thu,18,no,yes,2,17,17,0.59,20,14,363,377
2012,sum,sep,thu,19,no,yes,1,25,26,0.74,17,54,504,558
2012,spr,mar,sun,15,no,no,2,14,13,0.88,13,139,282,421
2011,sum,jun,fri,12,no,yes,1,31,31,0.41,19,51,150,201
2011,aut,nov,tue,11,no,yes,1,15,14,0.63,9,21,126,147
2011,aut,nov,thu,6,no,yes,2,10,7,1,9,4,110,114
2012,sum,sep,wed,15,no,yes,1,22,25,0.35,0,57,254,311
2011,sum,aug,fri,11,no,yes,2,27,29,0.66,6,45,120,165
2012,win,feb,sat,10,no,no,3,3,0,0.93,7,23,143,166
2011,win,feb,thu,12,no,yes,2,10,6,0.53,24,10,85,95
2011,aut,dec,sun,12,no,no,1,10,7,0.81,11,82,247,329
2011,spr,apr,sat,0,no,no,2,14,13,0.54,17,33,73,106
2012,spr,jun,mon,9,no,yes,1,26,27,0.65,9,57,259,316
2011,aut,sep,mon,5,no,yes,2,22,21,0.88,0,0,25,25
2011,spr,mar,thu,18,no,yes,2,7,4,0.87,9,12,165,177
2012,aut,sep,thu,21,no,yes,3,22,22,0.83,20,18,235,253
2011,win,jan,fri,11,no,yes,light rain,1,-2,0.93,7,0,30,30
2011,sum,sep,sun,20,no,no,1,22,23,0.73,7,65,161,226
2011,spr,apr,thu,15,no,yes,1,24,25,0.69,22,46,117,163
2012,sum,aug,wed,22,no,yes,1,27,30,0.74,7,35,198,233
2011,win,feb,sun,4,no,no,2,2,-2,0.69,11,0,2,2
2011,sum,sep,thu,12,no,yes,2,24,23,0.94,15,17,85,102
2012,aut,nov,tue,20,no,yes,1,7,3,0.61,15,10,218,228
2011,win,dec,sun,20,no,no,1,8,6,0.49,6,8,18,26
2011,spr,jun,tue,1,no,yes,part clouds,22,24,0.69,9,2,2,4
2012,sum,jul,wed,22,no,yes,1,27,28,0.58,17,41,203,244
2011,spr,may,sun,10,no,no,1,20,20,0.83,15,73,153,226
2011,aut,oct,mon,4,yes,no,1,15,14,0.94,0,2,4,6
2011,spr,jun,sun,20,no,no,1,24,24,0.83,11,62,144,206
2012,spr,may,thu,2,no,yes,1,21,22,0.78,11,8,8,16
2012,spr,jun,mon,18,no,yes,2,22,24,0.69,11,47,595,642
2011,spr,jun,wed,4,no,yes,1,22,22,0.83,0,0,6,6
2012,aut,oct,tue,23,no,yes,2,22,20,0.94,0,11,87,98
2011,spr,apr,thu,23,no,yes,1,15,14,0.59,7,7,40,47
2012,win,mar,sat,7,no,no,1,3,-2,0.44,17,4,36,40
2012,win,mar,mon,0,no,yes,1,16,15,0.82,7,4,19,23
2012,aut,nov,wed,13,no,yes,1,14,13,0.35,15,70,295,365
2011,win,feb,thu,7,no,yes,1,-3,-11,0.5,28,0,99,99
2012,aut,nov,sun,7,no,no,1,5,2,0.65,7,11,39,50
2012,sum,jul,mon,17,no,yes,1,29,30,0.55,22,62,765,827
2011,sum,jul,mon,23,no,yes,1,28,30,0.66,11,32,59,9
2011,sum,sep,tue,6,no,yes,1,19,19,0.88,7,6,116,122
2012,aut,nov,sat,21,no,no,2,8,6,0.57,7,15,124,139
2011,spr,apr,mon,0,no,yes,1,15,14,0.47,6,15,24,39
2012,aut,nov,sat,14,no,no,1,18,18,0.37,0,280,347,627
2012,win,feb,sun,12,no,no,2,6,2,0.52,17,71,184,255
2012,spr,may,sun,7,no,no,3,17,17,0.83,11,5,31,36
2012,sum,jul,tue,19,no,yes,2,33,33,0.36,9,66,431,497
2014,spr,mar,tue,13,no,yes,1,17,16,0.45,15,21,85,106
2011,aut,dec,fri,19,no,yes,2,8,4,0.45,15,11,203,214
2011,sum,jul,tue,16,no,yes,1,34,34,0.36,19,41,213,254
2011,spr,may,fri,14,no,yes,1,22,25,0.53,15,66,131,197
2012,win,feb,wed,19,no,yes,1,11,10,0.43,11,9,302,311
2012,win,jan,fri,17,no,yes,1,15,14,0.36,15,20,456,476
2011,aut,sep,fri,22,no,yes,1,17,17,0.55,22,30,129,159
2012,spr,may,thu,19,no,yes,1,23,25,0.31,13,86,451,537
2011,win,dec,sat,9,no,no,1,7,2,0.45,28,3,53,56
2012,spr,may,wed,5,no,yes,1,18,18,0.94,7,4,34,38
2012,spr,apr,sun,23,no,no,1,17,16,0.39,17,10,41,51
2012,spr,apr,thu,15,no,yes,2,17,17,0.83,22,39,165,204
2012,aut,oct,sat,21,no,no,1,15,14,0.59,9,78,137,215
2011,spr,apr,sun,11,no,no,1,13,12,0.41,17,139,104,243
2011,aut,nov,wed,10,no,yes,3,15,14,0.94,0,4,32,36
2011,sum,jul,thu,10,no,yes,1,30,33,0.62,0,29,72,101
2011,aut,sep,fri,14,no,yes,3,21,17,1,6,3,21,24
2012,win,feb,wed,12,no,yes,2,6,1,0.65,19,14,124,138
2011,sum,jul,sat,21,no,no,1,32,37,0.59,15,39,115,154
2011,sum,jun,thu,1,no,yes,1,27,30,0.74,15,5,26,31
2011,sum,sep,tue,3,no,yes,3,18,18,0.94,20,1,0,1
2011,aut,dec,mon,21,no,yes,2,14,13,0.88,6,10,166,176
2011,sum,jul,mon,5,no,yes,1,27,31,0.84,6,2,22,24
2012,win,mar,wed,15,no,yes,1,18,18,0.37,30,44,165,209
2011,aut,nov,wed,3,no,yes,2,15,14,0.94,7,2,3,5
2011,sum,sep,thu,3,no,yes,3,22,20,0.94,0,0,2,2
2011,win,feb,thu,7,no,yes,1,2,-3,0.72,13,0,104,104
2011,aut,oct,tue,21,no,yes,1,17,16,0.72,9,22,144,166
2012,win,feb,tue,11,no,yes,2,5,0,0.7,19,5,81,86
2011,spr,jun,mon,22,no,yes,2,23,24,0.73,15,24,106,130
2011,sum,sep,mon,11,yes,no,2,26,28,0.74,11,101,207,308
2012,sum,aug,tue,8,no,yes,1,21,22,0.78,9,27,696,723
2012,win,dec,thu,15,no,yes,2,5,-2,0.56,30,31,89,120
2012,sum,jul,tue,3,no,yes,1,27,29,0.66,0,0,3,3
2012,spr,jun,mon,14,no,yes,1,22,25,0.41,33,84,186,270
2012,win,feb,fri,10,no,yes,1,9,5,0.71,19,13,103,116
2012,spr,apr,mon,12,no,yes,3,9,4,0.71,24,12,117,129
2011,aut,oct,tue,7,no,yes,1,13,12,0.82,19,11,298,309
2012,win,feb,sat,13,no,no,2,5,0,0.81,19,18,217,235
2012,win,dec,thu,4,no,yes,2,4,-2,0.87,22,0,3,3
2012,win,feb,fri,15,no,yes,1,11,10,0.4,0,48,168,216
2011,aut,oct,sun,7,no,no,1,9,7,0.87,6,3,18,21
2011,spr,mar,tue,17,no,yes,1,12,11,0.2,9,34,265,299
2011,win,feb,tue,12,no,yes,2,2,1,0.86,0,2,53,55
2012,win,feb,thu,16,no,yes,1,19,19,0.32,0,45,298,343
2011,spr,apr,sat,6,no,no,3,12,11,0.82,22,1,9,10
2011,win,jan,tue,12,no,yes,1,3,-1,0.51,11,12,66,78
2012,win,feb,wed,23,no,yes,1,15,14,0.63,6,22,75,97
2012,sum,sep,tue,2,no,yes,1,16,15,0.77,11,1,5,6
2012,spr,mar,sat,3,no,no,1,12,11,0.82,17,10,21,31
2011,spr,apr,sat,4,no,no,3,9,8,1,0,2,3,5
2011,spr,may,thu,1,no,yes,1,23,24,0.73,9,3,13,16
2012,win,dec,mon,7,no,yes,1,0,-4,0.64,9,2,83,85
2012,sum,sep,sun,23,no,no,1,19,19,0.52,19,22,70,92
2011,aut,dec,mon,19,no,yes,2,15,14,0.77,0,13,295,308
2012,aut,dec,wed,3,no,yes,1,16,15,0.67,9,0,7,7
2011,spr,apr,wed,11,no,yes,2,13,12,0.82,13,4,57,61
2011,spr,may,mon,19,no,yes,1,20,20,0.43,13,45,339,384
2012,win,dec,tue,18,yes,no,2,8,4,0.66,17,20,23,43
2011,spr,may,mon,20,no,yes,1,23,22,0.83,15,39,271,310
2012,sum,aug,tue,11,no,yes,1,30,32,0.55,17,47,171,218
2011,spr,apr,sat,6,no,no,2,9,6,1,11,0,11,11
2012,aut,nov,fri,22,no,yes,1,8,4,0.53,17,23,139,162
2011,sum,aug,tue,8,no,yes,2,22,25,0.5,0,43,461,504
2011,spr,may,sat,0,no,no,1,13,12,0.82,9,10,76,86
2011,aut,nov,mon,7,no,yes,2,6,5,0.93,0,6,305,311
2012,spr,jun,thu,16,no,yes,1,27,28,0.51,19,70,368,438
2011,win,feb,tue,23,no,yes,1,-2,-9,0.33,22,3,9,12
2012,aut,oct,wed,7,no,yes,2,7,4,0.87,9,3,334,337
2011,aut,oct,mon,6,yes,no,1,14,13,0.94,0,5,39,44
2012,sum,jul,sat,11,no,no,2,27,29,0.7,7,143,296,439
2011,sum,jul,sun,21,no,no,1,28,29,0.62,15,59,148,207
2012,aut,oct,thu,4,no,yes,1,12,11,0.5,17,0,10,10
2012,aut,dec,tue,10,no,yes,1,15,14,0.82,13,26,130,156
2012,sum,sep,sat,23,no,no,part clouds,22,25,0.5,13,34,137,171
2012,win,jan,sat,16,no,no,2,19,19,0.37,19,133,268,401
2011,sum,sep,sat,21,no,no,1,23,23,0.78,6,59,171,230
2012,sum,jun,sun,17,no,no,1,33,32,0.32,17,203,329,532
2011,win,mar,tue,5,no,yes,1,2,-1,0.69,7,2,8,10
2012,spr,jun,sun,8,no,no,1,23,24,0.73,6,59,122,181
2012,spr,may,fri,5,no,yes,2,22,21,0.88,6,2,28,30
2011,spr,may,sun,3,no,no,1,22,21,0.88,7,2,24,26
2012,win,dec,wed,23,no,yes,3,5,-1,0.87,20,2,8,10
2011,spr,may,thu,4,no,yes,1,9,5,0.66,17,4,3,7
2012,aut,oct,thu,14,no,yes,2,22,25,0.5,20,94,191,285
2012,aut,nov,wed,21,no,yes,2,8,4,0.49,20,5,121,126
2011,sum,jul,sat,20,no,no,1,29,31,0.58,15,129,185,314
2012,win,feb,sat,12,no,no,2,7,5,0.7,6,40,260,300
2012,sum,jul,fri,19,no,yes,1,32,35,0.52,13,93,423,516
2012,spr,jun,mon,23,no,yes,2,26,27,0.58,15,8,72,80
2012,sum,aug,tue,8,no,yes,2,24,23,0.89,6,27,591,618
2012,aut,oct,sun,10,no,no,2,16,15,0.51,28,120,314,434
2012,win,mar,wed,11,no,yes,1,13,12,1.38,20,33,128,161
2011,spr,jun,fri,22,no,yes,1,22,25,0.35,0,26,145,171
2012,spr,jun,sun,18,no,no,1,23,25,0.53,13,203,310,513
2012,aut,sep,sun,4,no,no,1,15,14,0.67,6,1,6,7
2012,spr,mar,wed,22,no,y3s,1,19,19,0.64,9,21,151,172
2011,sum,aug,fri,3,no,yes,1,23,23,0.78,0,2,1,3
2012,win,dec,sat,20,no,no,2,7,0,0.56,37,2,64,66
2012,aut,nov,sun,2,no,no,1,7,6,0.65,0,6,31,37
2012,sum,jul,sat,16,no,no,2,27,30,0.79,24,226,340,566
2012,spr,jun,wed,10,no,yes,few clouds,21,25,0.46,6,55,148,203
2011,aut,dec,wed,2,no,yes,1,5,4,0.75,0,0,2,2
2012,win,feb,thu,17,no,yes,3,9,8,0.87,0,8,281,289
2011,win,dec,mon,12,yes,no,1,10,5,0.43,31,34,66,100
2011,sum,jun,wed,17,no,yes,2,31,34,0.55,26,67,462,529
2012,sum,sep,mon,12,no,yes,2,22,24,0.69,13,62,233,295
2011,spr,may,thu,21,no,yes,1,17,16,0.36,13,39,141,180
2011,sum,jun,sun,21,no,no,2,26,27,0.54,7,48,135,183
2012,aut,nov,wed,20,no,yes,1,7,5,0.52,6,15,252,267
2012,sum,jul,sat,2,no,no,3,21,20,0.88,19,5,55,60
2011,aut,sep,sat,23,no,no,2,21,20,0.88,6,27,123,150
2011,win,jan,fri,12,no,yes,1,2,-3,0.44,17,2,59,61
2011,aut,oct,thu,13,no,yes,1,19,19,0.46,6,33,,191
2011,spr,apr,sun,15,no,no,1,18,18,0.32,35,179,209,388
2012,win,feb,sun,3,no,no,1,4,-1,0.41,13,0,21,21
2011,win,feb,sun,20,no,no,2,9,8,0.42,0,12,30,42
2012,win,jan,thu,3,no,yes,2,6,4,0.75,6,1,5,6
2011,aut,oct,sat,2,no,no,1,12,11,0.62,17,6,25,31
2011,spr,may,thu,20,no,yes,1,18,18,0.77,19,46,236,282
2011,sum,jul,wed,10,no,yes,3,26,28,0.79,6,13,30,43
2011,spr,jun,tue,11,no,yes,1,23,25,0.41,19,40,103,143
2012,spr,may,thu,16,no,yes,1,24,25,0.31,13,86,344,430
2011,sum,jun,tue,7,no,yes,1,25,26,0.83,13,27,320,347
2011,spr,jun,fri,0,no,yes,1,19,19,0.88,6,3,21,24
2012,aut,oct,mon,18,no,yes,3,18,18,0.77,9,52,540,592
2012,sum,aug,sat,19,no,no,2,24,23,0.89,7,97,178,275
2012,win,jan,thu,15,no,yes,1,10,6,0.34,19,6,113,119
2012,win,jan,sun,19,no,no,1,8,4,0.29,17,14,145,159
2012,aut,nov,sun,4,no,no,1,3,2,0.44,0,1,1,2
2012,sum,sep,tue,21,no,yes,1,19,19,0.6,7,28,282,310
2011,spr,may,sat,21,no,no,3,18,18,0.94,15,15,44,59
2011,sum,sep,wed,2,no,yes,2,18,18,0.94,15,2,4,6
2012,win,mar,sun,18,no,no,1,19,19,0.64,11,165,294,459
2012,sum,aug,sun,6,no,no,1,27,30,0.79,17,7,12,19
2011,aut,nov,mon,18,no,yes,1,19,19,0.64,15,20,396,416
2011,aut,oct,sat,6,no,no,1,13,12,0.94,0,6,16,22
2012,win,feb,sun,10,no,no,2,5,0,0.65,19,10,138,148
2012,spr,mar,fri,1,no,yes,1,18,18,0.88,0,18,32,50
2011,spr,mar,tue,12,no,yes,1,15,14,0.47,17,35,86,121
2012,spr,jun,fri,5,no,yes,1,18,18,0.88,7,2,31,33
2012,win,jan,thu,12,no,yes,2,9,7,0.81,7,14,130,144
2012,aut,dec,sat,9,no,no,2,11,10,0.94,0,17,153,170
2012,sum,jul,wed,4,yes,no,1,25,26,0.69,17,5,11,16
2012,sum,aug,sun,14,no,no,1,29,29,0.4,13,213,366,579
2011,win,mar,mon,9,no,yes,1,3,-4,0.64,31,5,129,134
2012,spr,jun,sun,7,no,no,1,21,22,0.78,7,21,41,62
2011,spr,may,sun,2,no,no,1,13,12,0.77,7,7,43,50
2012,spr,apr,tue,1,no,yes,2,8,6,0.81,9,1,6,7
2012,sum,sep,thu,12,no,yes,2,27,30,0.79,15,11,126,137
2012,sum,sep,mon,1,yes,no,2,25,26,0.89,11,18,37,55
2012,spr,apr,mon,16,yes,no,1,31,30,0.33,31,92,266,358
2012,aut,oct,sun,21,no,no,1,11,10,0.87,7,22,91,113
2012,aut,dec,sun,3,no,no,2,12,11,0.87,7,14,34,48
2009,aut,dec,mon,15,no,yes,2,8,6,0.57,7,8,124,132
2012,win,jan,wed,21,no,yes,3,9,5,0.87,15,0,29,29
2012,sum,aug,fri,4,no,yes,3,26,28,0.84,19,0,7,7
2011,sum,jul,sun,6,no,no,2,22,20,0.94,6,0,3,3
2012,win,mar,fri,19,no,yes,2,15,14,0.88,0,23,273,296
2012,aut,nov,thu,7,no,yes,2,10,7,0.57,11,6,414,420
2011,aut,dec,fri,1,no,yes,1,4,3,0.75,0,1,14,15
2012,sum,aug,mon,4,no,yes,1,23,24,0.69,7,0,11,11
2011,sum,aug,wed,8,no,yes,2,28,28,0.51,11,29,408,437
2012,spr,may,wed,8,no,yes,2,21,21,0.83,9,28,594,622
2011,aut,oct,sun,6,no,no,1,14,13,0.88,0,7,14,21
2012,aut,nov,sun,7,no,no,2,3,0,0.51,7,2,19,21
2012,aut,sep,sun,9,no,no,1,17,17,0.63,7,74,211,285
2011,spr,apr,fri,4,no,yes,1,9,5,0.53,19,1,2,3
2012,spr,may,sun,8,no,no,1,19,19,0.56,11,51,120,171
2012,sum,jul,thu,5,no,yes,1,27,29,0.62,0,1,28,29
2011,aut,dec,thu,12,no,yes,1,10,7,0.46,15,9,139,148
2012,sum,jul,mon,13,no,yes,1,34,34,0.34,15,74,162,236
2011,sum,sep,sun,11,no,no,1,28,30,0.7,11,174,163,337
2012,spr,apr,sun,3,no,no,2,10,7,0.87,13,2,14,16
2011,aut,dec,fri,18,no,yes,1,9,8,0.61,0,10,308,318
2012,sum,aug,mon,4,n,yes,2,21,21,0.83,6,0,7,7
2011,spr,apr,mon,18,no,yes,2,27,26,0.23,33,78,308,386
2012,sum,jul,sun,15,no,no,1,36,38,0.37,19,101,244,345
2012,sum,jun,sat,18,no,no,1,35,36,0.35,0,91,248,339
2011,sum,aug,sun,13,no,no,1,27,30,0.74,17,144,233,377
2011,sum,aug,tue,14,no,yes,1,28,27,0.33,11,58,151,209
2012,win,jan,sat,11,no,no,1,9,5,0.57,15,74,250,324
2011,aut,nov,sun,21,no,no,1,16,15,0.36,17,19,76,95
2011,sum,aug,tue,17,no,yes,1,31,34,0.55,11,79,453,532
2012,spr,apr,tue,5,no,yes,1,9,6,0.71,9,0,24,24
2012,aut,dec,sat,19,no,no,2,8,7,0.81,0,30,219,249
2011,spr,apr,thu,7,no,yes,1,11,10,0.66,0,11,182,193
2011,win,jan,sun,19,no,no,1,0,-7,0.43,22,1,40,41
2012,win,jan,mon,3,yes,no,1,-2,-3,0.5,0,0,3,3
2012,aut,oct,sun,11,no,no,1,19,19,0.52,20,156,338,494
2012,win,jan,fri,10,no,yes,2,3,-2,0.44,19,1,96,97
2011,win,feb,mon,3,no,yes,3,8,5,0.93,11,0,1,1
2011,aut,oct,tue,15,no,yes,1,20,20,0.56,19,28,166,194
2011,win,feb,sun,15,no,no,1,15,14,0.44,9,98,163,261
2012,spr,may,sat,19,no,no,1,26,26,0.39,9,203,229,432
2012,sum,aug,tue,14,no,yes,1,32,33,0.41,15,80,175,255
2012,win,feb,wed,4,no,yes,1,9,6,0.71,11,0,2,2
2011,win,feb,fri,10,no,yes,2,2,-2,0.51,9,5,46,51
2012,win,feb,wed,20,no,yes,2,14,13,0.47,13,25,249,274
2012,sum,jul,mon,11,no,yes,1,33,37,0.53,15,57,125,182
2011,spr,apr,sun,19,no,no,2,13,12,0.44,13,51,93,144
2011,spr,may,tue,5,no,yes,2,20,20,0.94,17,2,22,24
2012,spr,apr,sat,1,no,no,1,10,6,0.5,20,7,60,67
2011,win,mar,tue,3,no,yes,1,4,1,0.52,6,5,2,7
2011,spr,may,fri,3,no,yes,1,14,13,1,0,1,4,5
2011,spr,apr,tue,18,no,yes,2,18,18,0.64,9,44,377,421
2012,aut,oct,wed,4,no,yes,1,10,8,0.81,6,0,4,4
2011,win,dec,fri,12,no,yes,1,8,6,0.57,9,38,159,197
2012,aut,nov,sun,15,no,no,1,13,12,0.54,19,89,318,407
2012,spr,jun,thu,14,no,yes,1,27,27,0.37,17,67,198,265
2011,spr,mar,wed,5,no,yes,2,7,3,0.56,13,0,7,7
2011,win,jan,sun,12,no,no,1,1,-7,0.37,30,4,79,83
2012,sum,jun,sun,0,no,no,1,26,27,0.51,0,31,132,163
2011,aut,nov,wed,3,no,,3,17,16,0.94,24,1,2,3
2011,aut,dec,sun,23,no,no,1,2,1,0.69,0,4,31,35
2012,sum,jun,tue,18,no,yes,1,27,27,0.28,24,105,719,824
2012,aut,nov,sun,18,no,no,1,17,17,0.45,9,102,303,405
2012,spr,apr,mon,19,no,yes,2,9,5,0.76,15,11,287,298
2011,spr,apr,tue,21,no,yes,1,9,3,0.46,35,8,81,89
2011,spr,apr,tue,15,no,yes,1,12,11,0.46,31,6,62,68
2011,aut,dec,tue,10,no,yes,3,15,14,0.94,19,6,44,50
2011,win,dec,thu,9,no,yes,2,2,-2,0.64,9,15,155,170
2012,spr,apr,sat,20,no,no,2,11,10,0.66,0,21,81,102
2011,spr,jun,wed,7,no,yes,1,24,25,0.74,7,24,329,353
2011,sum,aug,sat,16,no,no,2,26,28,0.74,19,148,133,281
2012,sum,aug,wed,22,no,yes,1,26,27,0.61,11,29,197,226
2011,spr,mar,fri,2,no,yes,1,2,-3,0.69,15,0,5,5
2012,sum,aug,mon,5,no,yes,2,21,21,0.83,0,2,35,37
2012,sum,aug,wed,19,no,yes,1,26,27,0.54,13,120,523,643
2012,spr,apr,sat,8,no,no,1,17,17,0.81,17,52,149,201
2011,spr,may,fri,22,no,yes,1,15,14,0.72,15,46,105,151
2012,spr,jun,fri,4,no,yes,1,19,19,0.83,11,1,13,14
2012,sum,aug,mon,11,no,yes,1,28,30,0.66,13,47,182,229
2011,sum,aug,sun,18,no,no,1,28,30,0.66,11,125,222,347
2012,spr,may,sun,5,no,no,1,22,22,0.83,13,2,5,7
2011,win,jan,tue,16,no,yes,2,3,-1,0.87,13,0,61,61
2012,spr,apr,sat,17,no,no,2,13,12,0.41,9,98,224,322
2011,aut,sep,fri,1,no,yes,1,17,17,0.77,6,5,18,23
2012,win,jan,mon,8,yes,no,1,4,-1,0.35,17,2,51,53
2012,spr,may,sat,1,no,no,1,23,22,0.83,9,18,64,82
2012,aut,sep,sun,14,no,no,1,22,25,0.41,17,208,404,612
2012,win,dec,fri,20,no,yes,1,6,2,0.41,17,8,104,112
2011,aut,oct,tue,1,no,yes,2,17,17,0.94,6,2,9,11
2012,aut,nov,sat,14,no,no,1,13,12,0.38,13,175,380,555
2011,aut,sep,sat,6,no,no,2,19,19,0.94,7,6,12,18
2011,spr,may,wed,23,no,yes,1,23,24,0.73,9,12,74,86
2012,spr,may,fri,4,no,yes,1,15,14,0.77,11,0,11,11
2012,spr,may,mon,14,no,yes,2,22,23,0.73,17,43,128,171
2012,aut,oct,thu,14,no,yes,1,17,17,0.32,6,78,270,348
2012,sum,sep,wed,17,no,yes,1,21,25,0.38,15,74,812,886
2011,sum,aug,tue,11,no,yes,1,33,32,0.32,28,32,96,128
2012,win,dec,sun,19,no,no,1,9,8,0.61,0,16,86,102
2011,win,feb,wed,14,no,yes,1,11,10,0.82,26,2,61,63
2011,sum,aug,thu,15,no,yes,1,31,30,0.29,20,52,126,178
2012,aut,dec,thu,17,no,yes,2,9,6,0.66,13,25,450,475
2011,win,jan,tue,13,no,yes,2,5,2,0.56,9,21,72,93
2012,spr,may,tue,9,no,yes,2,18,18,0.88,13,18,331,349
2012,win,mar,wed,18,no,yes,1,26,26,0.32,0,102,647,749
2011,sum,aug,thu,23,no,yes,1,24,25,0.5,11,22,105,127
2012,spr,jun,mon,18,no,yes,2,31,32,0.43,20,105,726,831
2012,win,jan,thu,4,no,yes,1,-2,-6,0.54,7,0,1,1
2011,spr,may,tue,4,no,yes,1,21,20,0.88,7,1,3,4
2012,win,mar,mon,10,no,yes,1,12,11,0.5,15,39,98,137
2011,win,dec,tue,1,no,yes,1,5,2,0.7,9,0,6,6
2012,win,mar,sat,4,no,no,2,10,7,0.93,13,0,2,2
2011,win,jan,wed,0,no,yes,2,3,2,0.93,0,0,3,3
2012,aut,nov,mon,12,no,yes,1,10,6,0.43,22,38,206,244
2011,sum,jul,3,21,no,yes,1,31,37,0.66,11,33,209,242
2012,win,jan,thu,19,no,yes,2,5,-1,0.48,20,5,229,234
2011,win,feb,thu,4,no,yes,2,-1,-7,0.59,15,0,1,1
2012,sum,jun,mon,12,no,yes,2,29,29,0.45,20,74,196,270
2012,spr,may,wed,9,no,yes,2,21,22,0.78,9,33,314,347
2012,win,mar,thu,9,no,yes,1,15,14,0.77,17,5,281,286
2011,win,jan,wed,13,no,yes,3,3,-3,0.93,22,4,43,47
2011,spr,apr,tue,20,no,yes,2,17,16,0.72,15,20,148,168
2011,spr,may,wed,20,no,yes,1,26,27,0.61,11,56,284,340
2012,aut,oct,wed,1,no,yes,1,18,18,0.68,0,4,23,27
2012,spr,mar,wed,18,no,yes,1,21,23,0.69,0,152,627,779
2011,sum,aug,sat,17,no,no,1,31,33,0.49,13,180,203,383
2012,sum,sep,sat,17,no,no,2,24,25,0.36,17,295,434,729
2011,win,dec,wed,13,no,yes,3,14,13,0.94,20,3,55,58
2011,sum,aug,mon,11,no,yes,1,35,35,0.32,11,53,66,119
2012,aut,dec,tue,3,no,yes,3,10,6,0.76,19,0,3,3
2011,sum,jul,sat,7,no,no,1,22,23,0.73,9,14,38,52
2011,sum,jun,sat,2,no,no,2,24,25,0.5,13,8,51,59
2012,aut,nov,sun,7,no,no,1,7,5,0.89,6,12,56,68
2011,aut,oct,sun,16,no,no,3,10,7,0.87,13,44,162,206
2011,spr,may,tue,20,no,yes,1,24,25,0.61,13,28,262,290
2011,spr,jun,sun,3,no,no,2,24,24,0.78,9,14,16,30
2011,win,feb,mon,20,yes,no,3,4,-2,0.81,26,0,29,29
2012,aut,nov,thu,22,no,yes,2,8,5,0.66,11,10,143,153
2012,aut,nov,sat,13,no,no,1,8,4,0.36,22,64,161,225
2011,win,mar,sat,13,no,no,2,15,14,0.67,19,60,130,190
2011,sum,jul,sat,2,no,no,1,21,23,0.73,9,10,48,58
2012,sum,sep,thu,2,no,yes,1,18,18,0.77,0,0,9,9
2011,spr,jun,sat,17,no,no,2,27,27,0.34,17,142,202,344
2011,aut,dec,sun,22,no,no,1,3,2,0.55,0,7,36,43
2012,win,mar,sun,11,no,no,1,8,3,0.45,26,64,192,256
2011,win,feb,sat,3,no,no,2,4,0,0.75,11,1,10,11
2012,win,jan,wed,17,no,yes,1,10,7,0.53,11,27,443,470
2011,spr,mar,tue,10,no,yes,1,7,2,0.24,20,13,46,59
2012,aut,nov,fri,20,no,yes,1,10,6,0.46,17,20,207,227
2012,sum,aug,tue,10,no,yes,1,28,29,0.62,17,39,165,204
2011,aut,nov,sat,7,no,no,1,5,2,0.87,7,4,13,17
2012,spr,apr,sat,4,no,no,1,9,6,0.49,11,0,2,2
2012,spr,jun,sun,11,no,no,1,22,25,0.57,7,196,350,546
2011,win,mar,mon,4,no,yes,1,2,-6,0.8,35,1,0,1
2012,aut,oct,tue,18,no,yes,3,7,4,0.87,9,4,139,143
2011,spr,mar,wed,19,no,yes,3,11,10,0.82,17,12,147,159
2011,spr,apr,tue,4,no,yes,1,19,19,0.83,17,2,4,6
2011,spr,apr,sat,14,no,no,1,20,20,0.78,24,182,209,391
2012,sum,jul,tue,4,no,yes,1,24,24,0.83,6,0,6,6
2012,aut,dec,thu,8,no,yes,1,4,-1,0.6,13,24,655,679
2012,aut,nov,mon,22,no,yes,1,8,7,0.61,0,3,101,104
2012,sum,sep,sun,9,no,no,1,22,24,0.61,17,85,214,299
2012,Autum,nov,sun,14,no,no,1,12,11,0.62,20,125,303,428
2011,win,feb,tue,18,no,yes,1,7,4,0.22,9,14,198,212
2011,spr,jun,fri,11,no,yes,1,32,34,0.46,0,46,107,153
2012,win,mar,tue,19,no,yes,1,23,25,0.47,15,50,429,479
